season,week,fbg_id,player_name,position,team,stable_player_id,actual_score,actual_record,actual_score_imputed,top_projected,match_method,override_reason,error_type,severity,resolution_notes
2023,1,AlleJo01,Josh Allen,QB,BUF,00-0034857,9.04,1,False,True,weekly_stats_name_position_team,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,MahoPa00,Patrick Mahomes II,QB,KC,00-0033873,19.54,1,False,True,weekly_stats_name_position_team,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,McCaCh00,Christian McCaffrey,RB,SF,00-0033280,25.9,1,False,True,weekly_stats_name_position_team,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,DiggSt00,Stefon Diggs,WR,WAS,00-0031588,26.2,1,False,True,master_name_position,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,FielJu00,Justin Fields,QB,KC,00-0036945,14.54,1,False,True,master_name_position,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,MayfBa00,Baker Mayfield,QB,TB,00-0034855,16.02,1,False,True,weekly_stats_name_position_team,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,EtieTr00,Travis Etienne Jr.,RB,NO,00-0036973,21.4,1,False,True,master_name_position,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,StevRh00,Rhamondre Stevenson,RB,NE,00-0036875,14.9,1,False,True,weekly_stats_name_position_team,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,JoneMa04,Mac Jones,QB,SF,00-0036972,24.14,1,False,True,master_name_position,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,AlleKe00,Keenan Allen,WR,IND,00-0030279,14.2,1,False,True,master_name_position,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,OlavCh00,Chris Olave,WR,NO,00-0037239,19.2,1,False,True,weekly_stats_name_position_team,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,GainKe00,Kenny Gainwell,RB,TB,00-0036919,11.4,1,False,True,master_name_position,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,SamuDe00,Deebo Samuel Sr.,WR,SF,00-0035719,11.3,1,False,True,weekly_stats_name_position_team,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,GodwCh00,Chris Godwin Jr.,WR,TB,00-0033921,10.1,1,False,True,weekly_stats_name_position_team,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,BrowAJ00,A.J. Brown,WR,NE,00-0035676,14.9,1,False,True,master_name_position,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,SmitDe04,DeVonta Smith,WR,PHI,00-0036912,17.7,1,False,True,weekly_stats_name_position_team,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,WilsZa00,Zach Wilson,QB,NO,00-0037013,8.2,1,False,True,master_name_position,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,DobbJo00,Joshua Dobbs,QB,DET,00-0033949,0.98,1,False,True,master_name_position,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,WalkKe01,Ken Walker III,RB,KC,00-0038134,10.7,1,False,True,manual_override,FBG uses Ken Walker and a stale KC team in the historical export,master_name_conflict,Warning,manual_override_applied;master_name_conflict
2023,1,HarrNa00,Najee Harris,RB,NYG,00-0036893,5.3,1,False,True,master_name_position,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,AtweTu00,Tutu Atwell,WR,LA,00-0036849,17.9,1,False,False,weekly_stats_name_position_team,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,BrowMa05,Hollywood Brown,WR,PHI,00-0035662,8.7,1,False,True,manual_override,FBG uses Hollywood Brown and a stale PHI team in the historical export,master_name_conflict,Warning,manual_override_applied;master_name_conflict
2023,1,MoorSk00,Skyy Moore,WR,GB,00-0038090,0.4,1,False,True,master_name_position,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,OkonCh00,Chig Okonkwo,TE,WAS,00-0037809,0.0,1,False,True,master_name_position,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,KirkCh00,Christian Kirk,WR,SF,00-0034775,1.9,1,False,True,master_name_position,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,GrayNo00,Noah Gray,TE,KC,00-0036637,6.1,1,False,True,weekly_stats_name_position_team,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,BoutKa00,Kayshon Boutte,WR,HOU,00-0038608,0.0,1,False,False,master_name_position,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,SlayDa00,Darius Slayton,WR,NYG,00-0035535,4.5,1,False,False,weekly_stats_name_position_team,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,GibbJa00,Jahmyr Gibbs,RB,DET,00-0039139,8.0,1,False,True,weekly_stats_name_position_team,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,MusgLu00,Luke Musgrave,TE,GB,00-0039144,8.0,1,False,True,weekly_stats_name_position_team,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,MillKe00,Kendre Miller,RB,NO,00-0038551,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,HenrHu00,Hunter Henry,TE,NE,00-0033090,16.6,1,False,True,weekly_stats_name_position_team,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,WallDa00,Darren Waller,TE,CAR,00-0031610,6.6,1,False,True,master_name_position,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,DoubRo00,Romeo Doubs,WR,NE,00-0037816,18.6,1,False,False,master_name_position,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,OttoCa00,Cade Otton,TE,TB,00-0038129,3.9,1,False,True,weekly_stats_name_position_team,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,PalmJo01,Joshua Palmer,WR,BUF,00-0036988,1.4,1,False,False,master_name_position,,master_name_conflict,Info,master_name_conflict
2023,1,SmitJa02,Jaxon Smith-Njigba,WR,SEA,00-0038543,4.3,1,False,True,weekly_stats_name_position_team,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,FantNo00,Noah Fant,TE,NO,00-0035644,0.0,0,True,True,master_name_position,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Warning,crosswalk_fields_disagree
2023,1,DougDe00,DeMario Douglas,WR,NE,00-0038621,8.0,1,False,False,weekly_stats_name_position_team,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,PalmTr00,Trey Palmer,WR,NO,00-0039052,8.8,1,False,False,master_name_position,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,HollMa00,Mack Hollins,WR,NE,00-0033555,6.1,1,False,False,master_name_position,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,TuckSe00,Sean Tucker,RB,TB,00-0038951,4.4,1,False,True,weekly_stats_name_position_team,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,JohnQu01,Quentin Johnston,WR,LAC,00-0038544,2.9,1,False,False,weekly_stats_name_position_team,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,RiceRa01,Rashee Rice,WR,KC,00-0039067,11.6,1,False,False,weekly_stats_name_position_team,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,ParkCo00,Colby Parkinson,TE,LA,00-0036244,1.8,1,False,False,master_name_position,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,JuszKy00,Kyle Juszczyk,RB,SF,00-0029892,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,gsis_id_not_in_master
2023,1,IngoAl00,Alec Ingold,RB,LAC,00-0035125,0.0,0,True,False,manual_override,Top-player gate override because the historical FBG row uses a stale LAC team while the weekly roster identifies Alec Ingold as RB 00-0035125 for MIA,no_actual_weekly_record;actual_score_created_from_missing_record,Info,manual_override_applied;gsis_id_not_in_master
2023,1,JohnBr03,Brandon Johnson,WR,PIT,,,0,False,False,unmatched,,no_unique_gsis_id;no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,WashDa02,Darnell Washington,TE,PIT,00-0038558,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,MoreFo00,Foster Moreau,TE,HOU,00-0034981,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,DallDe00,DeeJay Dallas,RB,MIN,00-0036425,2.8,1,False,False,master_name_position,,crosswalk_fields_disagree;master_team_context_differs,Info,crosswalk_fields_disagree;master_team_context_differs
2023,1,KiefKo00,Ko Kieft,TE,TB,00-0037311,0.0,1,False,False,weekly_stats_name_position_team,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,BoboJa00,Jake Bobo,WR,SEA,00-0038752,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,HeywCo00,Connor Heyward,TE,LV,00-0037304,0.0,0,True,False,manual_override,Top-player gate override because the historical FBG row uses a stale LV team while the weekly roster identifies Connor Heyward as TE 00-0037304 for PIT,no_actual_weekly_record;actual_score_created_from_missing_record,Info,manual_override_applied;gsis_id_not_in_master
2023,1,ThomDe04,Deven Thompkins,WR,LV,00-0037487,3.0,1,False,False,master_name_position,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,PrenAd00,Adam Prentice,RB,DEN,00-0036727,0.0,0,True,False,pfr_crosswalk_verified,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,gsis_id_not_in_master
2023,1,MillSc01,Scotty Miller,WR,CHI,00-0035298,0.0,1,False,False,pfr_crosswalk_verified,,master_name_conflict,Info,master_name_conflict
2023,1,McLaJa00,Jaleel McLaughlin,RB,CLE,00-0038794,0.3,1,False,False,master_name_position,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,FarrLu00,Luke Farrell,TE,SF,00-0036887,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,ZaccOl00,Olamide Zaccheaus,WR,ATL,00-0035208,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,OgleAn00,Drew Ogletree,TE,IND,00-0037292,3.0,1,False,False,pfr_crosswalk_verified,,master_name_conflict,Info,master_name_conflict
2023,1,TillCe00,Cedric Tillman,WR,NO,00-0038979,0.0,0,True,False,manual_override,Top-player gate override because the historical FBG row uses a stale NO team and the master has duplicate Cedric Tillman rows while weekly CLE records identify GSIS 00-0038979,no_actual_weekly_record;actual_score_created_from_missing_record,Info,manual_override_applied
2023,1,StraBr00,Brenton Strange,TE,JAX,00-0038935,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,WrigBr00,Brock Wright,TE,DET,00-0036754,3.7,1,False,False,weekly_stats_name_position_team,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,SampDr00,Drew Sample,TE,CIN,00-0035631,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,BurtMi00,Michael Burton,RB,CLE,00-0031595,0.0,0,True,False,pfr_crosswalk_verified,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,gsis_id_not_in_master
2023,1,RicaPa00,Patrick Ricard,RB,NYG,00-0033376,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,BeckAn00,Andrew Beck,RB,NYJ,00-0034959,0.0,0,True,False,manual_override,FBG position and team differ from the weekly roster record,no_actual_weekly_record;actual_score_created_from_missing_record,Info,manual_override_applied;gsis_id_not_in_master
2023,1,LuepHu01,Hunter Luepke,RB,DAL,00-0038738,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,SchoLu00,Luke Schoonmaker,TE,DAL,00-0038547,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,ShakKh00,Khalil Shakir,WR,BUF,00-0037261,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,OlszGu00,Gunner Olszewski,WR,NYG,00-0035645,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,MoorCh00,Chris Moore,WR,BAL,00-0032398,0.0,1,False,False,master_name_position,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,ReynCr00,Craig Reynolds,RB,WAS,00-0035567,0.0,0,True,False,master_name_position,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,ChesJu00,Julius Chestnut,RB,TEN,00-0037594,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,StroPi00,Pierre Strong Jr,RB,GB,00-0038098,0.0,1,False,False,master_name_position,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,SherTr00,Trent Sherfield,WR,BUF,00-0034487,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,BrooCh01,Chris Brooks,RB,GB,00-0038685,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,RobiDe01,Demarcus Robinson,WR,SF,00-0032775,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,GillRe00,Reggie Gilliam,RB,NE,00-0036187,0.0,0,True,False,master_name_position,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,DemeEm00,Emari Demercado,RB,DAL,00-0038705,0.0,0,True,False,master_name_position,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,RuckJe00,Jeremy Ruckert,TE,NYJ,00-0037805,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,BrowPh00,Pharaoh Brown,TE,IND,00-0033439,0.0,0,True,False,master_name_position,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,AdkiNa00,Nate Adkins,TE,DEN,00-0038783,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,AlleDa01,Davis Allen,TE,LA,00-0039074,0.0,0,True,False,weekly_roster_name_position_team,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,MundJo00,Johnny Mundt,TE,PHI,00-0033246,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,MasoJo00,Jordan Mason,RB,MIN,00-0037525,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,KrafTu00,Tucker Kraft,TE,GB,00-0038996,0.0,0,True,False,weekly_roster_name_position_team,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,WhylJo00,Josh Whyle,TE,GB,00-0038589,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,McClRa00,Ray-Ray McCloud III,WR,CHI,00-0034407,0.0,1,False,False,master_name_position,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,HodgKh00,KhaDarel Hodge,WR,SF,00-0034854,0.0,0,True,False,master_name_position,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,CalcGr00,Grant Calcaterra,TE,PHI,00-0037086,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,SmarSt00,Stone Smartt,TE,NO,00-0037475,0.0,0,True,False,master_name_position,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,MorrQu00,Quintin Morris,TE,JAX,00-0036590,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,HiggEl00,Elijah Higgins,TE,ARI,00-0039041,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,TuckTr00,Tre Tucker,WR,LV,00-0038563,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,KelcTr00,Travis Kelce,TE,KC,00-0030506,0.0,0,True,False,weekly_roster_name_position_team,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,AlleKy00,Kyle Allen,QB,BUF,00-0034577,0.0,0,True,True,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Warning,
2023,1,DaltAn00,Andy Dalton,QB,PHI,00-0027973,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,BageTy00,Tyson Bagent,QB,CHI,00-0038416,0.0,0,True,True,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Warning,
2023,1,MurrKy00,Kyler Murray,QB,MIN,00-0035228,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,RushCo00,Cooper Rush,QB,ATL,00-0033662,0.0,1,False,False,master_name_position,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,LancTr00,Trey Lance,QB,LAC,00-0037012,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,StidJa00,Jarrett Stidham,QB,DEN,00-0035264,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,HookHe00,Hendon Hooker,QB,TEN,00-0038550,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,MillDa00,Davis Mills,QB,HOU,00-0036898,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,KeenCa00,Case Keenum,QB,CHI,00-0028986,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,ThomSk00,Skylar Thompson,QB,BAL,00-0037327,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,MullNi00,Nick Mullens,QB,JAX,00-0033319,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,WinsJa00,Jameis Winston,QB,NYG,00-0031503,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,ZappBa00,Bailey Zappe,QB,NYJ,00-0038108,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,TaylTy00,Tyrod Taylor,QB,GB,00-0028118,0.24,1,False,False,master_name_position,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
2023,1,DeviTo00,Tommy DeVito,QB,NE,00-0038476,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,WillMa05,Malik Willis,QB,MIA,00-0038128,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,MariMa01,Marcus Mariota,QB,WAS,00-0032268,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,TrubMi00,Mitchell Trubisky,QB,TEN,00-0033869,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,RudoMa00,Mason Rudolph,QB,PIT,00-0034771,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,OConAi01,Aidan O'Connell,QB,LV,00-0038579,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,BennSt00,Stetson Bennett IV,QB,LA,00-0039107,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,HuntTy00,Tyler Huntley,QB,BAL,00-0035993,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,SticEa00,Easton Stick,QB,TB,00-0035282,0.0,0,True,False,master_name_position,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,LockDr00,Drew Lock,QB,SEA,00-0035704,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,BrisJa00,Jacoby Brissett,QB,ARI,00-0033119,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,HullEv00,Evan Hull,RB,ARI,00-0038397,1.7,1,False,True,master_name_position,,crosswalk_fields_disagree,Warning,crosswalk_fields_disagree
2023,1,NwanKe00,Kene Nwangwu,RB,NYJ,00-0036842,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,AbanIs00,Israel Abanikanda,RB,DAL,00-0038389,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,MitcKe01,Keaton Mitchell,RB,LAC,00-0038454,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,BrowCh06,Chase Brown,RB,CIN,00-0038597,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,TaylJo02,Jonathan Taylor,RB,IND,00-0036223,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,DaviMa02,Malik Davis,RB,DAL,00-0037563,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,BadiTy00,Tyler Badie,RB,DEN,00-0037085,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,JeffJe00,Jermar Jefferson,RB,MIN,00-0036670,0.0,0,True,False,master_name_position,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,NichLe01,Lew Nichols,RB,PIT,00-0038409,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,WilsEm00,Emanuel Wilson,RB,SEA,00-0038797,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,OgunDa00,Dare Ogunbowale,RB,LV,00-0033854,0.0,0,True,False,master_name_position,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,AchaDe00,De'Von Achane,RB,MIA,00-0039040,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,KamaAl00,Alvin Kamara,RB,NO,00-0033906,0.0,0,True,False,weekly_roster_name_position_team,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,KnigZo00,Bam Knight,RB,ARI,00-0037157,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,HaskHa00,Hassan Haskins,RB,NE,00-0037617,0.0,0,True,False,master_name_position,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,WardJo00,Jonathan Ward,RB,BAL,00-0035924,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,SermTr00,Trey Sermon,RB,ATL,00-0036984,0.0,0,True,False,master_name_position,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,BrowBr02,Brittain Brown,RB,CHI,00-0037329,0.0,0,True,False,master_name_position,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,JordBr00,Brevin Jordan,TE,HOU,00-0036556,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,TongJa00,Jake Tonges,TE,SF,00-0037112,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,HudsTa00,Tanner Hudson,TE,CIN,00-0034613,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,WoodJe02,Jelani Woods,TE,NYJ,00-0037755,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,MallWi00,Will Mallory,TE,IND,00-0038394,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,SaubEr00,Eric Saubert,TE,SEA,00-0033576,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,HillJu01,Julian Hill,TE,NE,00-0038720,0.0,0,True,False,master_name_position,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,OkwuAl00,Albert Okwuegbunam Jr.,TE,LV,00-0036423,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,LongHu00,Hunter Long,TE,ARI,00-0037004,0.0,0,True,False,master_name_position,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,AndrMa00,Mark Andrews,TE,BAL,00-0034753,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,LatuCa00,Cameron Latu,TE,NE,00-0038564,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,DurhPa00,Payne Durham,TE,TB,00-0039050,0.0,0,True,False,weekly_roster_name_position_team,,crosswalk_fields_disagree;no_actual_weekly_record;actual_score_created_from_missing_record,Info,crosswalk_fields_disagree
2023,1,JoneCh00,Charlie Jones,WR,NYG,,,0,False,False,unmatched,,no_unique_gsis_id;no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,YounDa02,Dareke Young,WR,LV,00-0037093,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,IosiAn00,Andrei Iosivas,WR,CIN,00-0038619,0.0,0,True,False,weekly_roster_name_position_team,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,ReagJa00,Jalen Reagor,WR,MIA,00-0036387,0.0,0,True,False,master_name_position,,no_actual_weekly_record;actual_score_created_from_missing_record,Info,
2023,1,DaviDe01,Derius Davis,WR,LAC,00-0038573,1.5,1,False,False,weekly_stats_name_position_team,,crosswalk_fields_disagree,Info,crosswalk_fields_disagree
